iter	MultiClass
385	0.06757432405
386	0.06734781583
387	0.06705977308
388	0.06683649723
389	0.06660414507
390	0.06641065802
391	0.0662293427
392	0.06606741299
393	0.06579958968
394	0.06558754028
395	0.0653703875
396	0.06516277951
397	0.06496455778
398	0.06474103086
399	0.06452643566
400	0.06428501024
401	0.06408228964
402	0.06387057286
403	0.06366578606
404	0.06346257696
405	0.06329041576
406	0.06305270335
407	0.06285966572
408	0.06259075772
409	0.06241930167
410	0.06219000738
411	0.06201672483
412	0.06179130069
413	0.06158742877
414	0.06141977263
415	0.06122687668
416	0.06102374541
417	0.06084671016
418	0.06063227602
419	0.06043037006
420	0.06023936138
421	0.06007571054
422	0.0598488818
423	0.05969626841
424	0.05950825437
425	0.05930711477
426	0.0591819175
427	0.05900192982
428	0.05885565249
429	0.05872068173
430	0.0584498186
431	0.05827242789
432	0.05804627725
433	0.0579305919
434	0.0577135956
435	0.0574879745
436	0.05731129489
437	0.05715330144
438	0.05691578875
439	0.05680266995
440	0.05667703434
441	0.05653778298
442	0.05638871105
443	0.05622193205
444	0.05607391351
445	0.05594950141
446	0.05580104304
447	0.05563019663
448	0.0554512614
449	0.05526185439
450	0.05511452376
451	0.05496714874
452	0.05475165861
453	0.0545975997
454	0.05443606477
455	0.05425833481
456	0.05408423011
457	0.05394714628
458	0.05378556235
459	0.05354219065
460	0.05342900044
461	0.05327952391
462	0.05312378816
463	0.05297063361
464	0.05281244123
465	0.05264123712
466	0.05249359455
467	0.05236712892
468	0.0522109572
469	0.05205907922
470	0.05192743772
471	0.05180844566
472	0.05164670571
473	0.05149963496
474	0.05135676473
475	0.05123094862
476	0.05104231283
477	0.05091808058
478	0.05078290053
479	0.05066557712
480	0.050515351
481	0.05037312577
482	0.05025170332
483	0.05011383121
484	0.04999618455
485	0.0498478379
486	0.04972936878
487	0.04959312982
488	0.04943731821
489	0.0493164168
490	0.04918996744
491	0.04903281889
492	0.04887799655
493	0.04873279659
494	0.04862277473
495	0.04849587052
496	0.04833527959
497	0.04819441628
498	0.0480453183
499	0.04793522255
500	0.04780995086
501	0.04769926101
502	0.04755230454
503	0.04746246318
504	0.04734985295
505	0.04725269243
506	0.0471366363
507	0.04703476274
508	0.04693210871
509	0.04678909584
510	0.04667490178
511	0.04652677099
512	0.04641827845
513	0.04629511191
514	0.04617647806
515	0.04609862665
516	0.04596870309
517	0.04587943145
518	0.04574341447
519	0.04562400008
520	0.04552374006
521	0.04540748179
522	0.04531501871
523	0.04520086877
524	0.04508532422
525	0.04497314029
526	0.04483546027
527	0.04467609953
528	0.04456078377
529	0.04447888995
530	0.04439674617
531	0.04428227932
532	0.04418278691
533	0.04406334667
534	0.04394982821
535	0.04383618711
536	0.0437266047
537	0.04360988753
538	0.04351048166
539	0.04340334974
540	0.0432936094
541	0.04320410773
542	0.04311810138
543	0.04300992709
544	0.04288303474
545	0.04278047247
546	0.04267589731
547	0.0425626096
548	0.0425058855
549	0.04239842782
550	0.04229321647
551	0.04221441564
552	0.04212566653
553	0.04206010696
554	0.04199116987
555	0.04191535925
556	0.04179523654
557	0.04171556176
558	0.04163651174
559	0.04154941958
560	0.04144923173
561	0.04133455692
562	0.04124834596
563	0.04116338885
564	0.04102027894
565	0.04093084661
566	0.04084079929
567	0.04074661227
568	0.04067383908
569	0.04058291077
570	0.04050343356
571	0.04043188293
572	0.04034017651
573	0.04025233503
574	0.04017054731
575	0.04005920842
576	0.03996779099
577	0.03986907431
578	0.03977811764
579	0.03971184091
580	0.03963040074
581	0.03954293534
582	0.03945698093
583	0.03937651691
584	0.03930622421
585	0.03924347325
586	0.03911313101
587	0.03906390261
588	0.03899831032
589	0.03888235264
590	0.0388150716
591	0.03874689861
592	0.03869143976
593	0.03860486953
594	0.03854052577
595	0.03845049898
596	0.03835381673
597	0.03825570706
598	0.03818171038
599	0.03810515887
600	0.03804430611
601	0.03798398996
602	0.03789908855
603	0.0378315597
604	0.03774399232
605	0.03768079505
606	0.03762198755
607	0.037549943
608	0.03747239182
609	0.0374098764
610	0.0373614916
611	0.03729842043
612	0.03720689981
613	0.03713810705
614	0.0370610367
615	0.03697050021
616	0.03691533678
617	0.0368360817
618	0.03677487552
619	0.03671177965
620	0.03663784019
621	0.03657638473
622	0.03649652488
623	0.03643788316
624	0.03636882098
625	0.03629731767
626	0.03620737107
627	0.03613686909
628	0.03609176014
629	0.03602162842
630	0.03596392145
631	0.03590124596
632	0.03583259715
633	0.03576660636
634	0.03565878209
635	0.03560010517
636	0.03552295439
637	0.03545095792
638	0.03534470779
639	0.03525159306
640	0.03518508672
641	0.03510965298
642	0.03505019481
643	0.0349863007
644	0.03492109058
645	0.03486142388
646	0.0348007114
647	0.03475524449
648	0.03468281914
649	0.03460956424
650	0.03453865478
651	0.0344259686
652	0.03436112204
653	0.03430192971
654	0.03424583611
655	0.03420237941
656	0.03415793786
657	0.03410241642
658	0.03404057395
659	0.03397159054
660	0.03392078179
661	0.0338729599
662	0.03380082685
663	0.03373764608
664	0.03367884369
665	0.0336144233
666	0.03355369564
667	0.03350083076
668	0.03343335622
669	0.03336114184
670	0.03330011681
671	0.03324100067
672	0.03318219678
673	0.03313607442
674	0.03307791726
675	0.03299982094
676	0.03292274305
677	0.03284555933
678	0.0327852185
679	0.03273381024
680	0.03268003969
681	0.03261752136
682	0.03254630147
683	0.03247590229
684	0.03242778266
685	0.03236313645
686	0.03232479924
687	0.03228427023
688	0.03221825226
689	0.03216749084
690	0.03210881532
691	0.03206166673
692	0.03200461506
693	0.03193979747
694	0.03189374828
695	0.03182060112
696	0.03177593018
697	0.03172181359
698	0.03166915635
699	0.0316093244
700	0.03155729755
701	0.03148439598
702	0.03144554388
703	0.03140034513
704	0.03135953643
705	0.0313220378
706	0.03127787072
707	0.03122653771
708	0.03116657892
709	0.03111054898
710	0.03101998292
711	0.03096155396
712	0.03090937619
713	0.03085156303
714	0.03080535073
715	0.03071939351
716	0.03067138615
717	0.03061088951
718	0.03054169289
719	0.03049368752
720	0.03043641888
721	0.0303862614
722	0.03033805144
723	0.0302719182
724	0.03023090184
725	0.03018212598
726	0.0301385689
727	0.03009653207
728	0.03005167273
729	0.03000989421
730	0.02996417341
731	0.02990883613
732	0.02986757353
733	0.02982012142
734	0.02977501216
735	0.02972799412
736	0.02968080953
737	0.02963716475
738	0.02959321108
739	0.02954292394
740	0.02947940728
741	0.02943199593
742	0.02938582138
743	0.02934965232
744	0.02930298404
745	0.02925846116
746	0.02921975953
747	0.02918036544
748	0.02914025471
749	0.02909044365
750	0.02903558522
751	0.02896669332
752	0.02891085145
753	0.02886521358
754	0.02881657547
755	0.02876579161
756	0.02872378662
757	0.02867829967
758	0.02861841662
759	0.02857073069
760	0.02852377167
761	0.02848130165
762	0.02843622682
763	0.02838004486
764	0.02832865935
765	0.02828171822
766	0.02824090913
767	0.02818570772
768	0.0281440064
769	0.02809875788
770	0.0280572917
771	0.02801574301
772	0.02796273881
773	0.02792758268
774	0.02786952251
775	0.02781165307
776	0.0277668119
777	0.02770742689
778	0.02766390498
779	0.02760721279
780	0.02756592955
781	0.02752946747
782	0.027480427
783	0.0274414422
784	0.02740972867
785	0.02737629973
786	0.02734217662
787	0.02728284034
788	0.02723020259
789	0.02718585138
790	0.02714850138
791	0.02710903678
792	0.02705927999
793	0.02702559978
794	0.02698654033
795	0.02694597102
796	0.02690364755
797	0.02686923734
798	0.02683320015
799	0.02679509848
800	0.02675658809
801	0.02672434633
802	0.02669350458
803	0.02666406344
804	0.0266319119
805	0.02659236226
806	0.02655412271
807	0.0265088315
808	0.02646710596
809	0.02642361976
810	0.0263861214
811	0.02633576243
812	0.02630032512
813	0.02626914576
814	0.02622515317
815	0.02619608504
816	0.02614714253
817	0.02610542445
818	0.02605894693
819	0.02601732069
820	0.02597879715
821	0.02594411169
822	0.02590532586
823	0.02586787393
824	0.02583533573
825	0.0258001508
826	0.02576106453
827	0.02572398904
828	0.02567789451
829	0.02564966336
830	0.02560652807
831	0.02556601095
832	0.02551355809
833	0.02548493909
834	0.02545290047
835	0.02541938433
836	0.02537633109
837	0.02534949988
838	0.02530406757
839	0.02526523914
840	0.02523270449
841	0.02519988228
842	0.02518006859
843	0.02514148217
844	0.02510623405
845	0.02506518884
846	0.0250184392
847	0.0249856158
848	0.02495524417
849	0.0249092498
850	0.02486172831
851	0.02482558158
852	0.02479340667
853	0.02475250173
854	0.02472200259
855	0.02468796826
856	0.02464552535
857	0.0246173514
858	0.0245784449
859	0.02454698378
860	0.02451800874
861	0.02447657815
862	0.02444475987
863	0.02440823744
864	0.02437855565
865	0.02435362554
866	0.02431974156
867	0.02428954233
868	0.02425781081
869	0.02423349325
870	0.02420423556
871	0.02417672749
872	0.02414637076
873	0.02411765507
874	0.02408134375
875	0.02404408208
876	0.02401761577
877	0.02398967617
878	0.02396086833
879	0.02392482081
880	0.02388850403
881	0.02385465569
882	0.02382648721
883	0.02379929071
884	0.02376768633
885	0.02373125647
886	0.02369807581
887	0.02367089259
888	0.02363436918
889	0.02360980574
890	0.02357621077
891	0.02354343402
892	0.02351437195
893	0.02348320398
894	0.02345929915
895	0.0234256124
896	0.02340213571
897	0.02337203148
898	0.02334230787
899	0.02331802084
900	0.02329238902
901	0.02326220153
902	0.0232288615
903	0.02319780242
904	0.02315657108
905	0.02312963326
906	0.02310156341
907	0.02306330092
908	0.02302903307
909	0.02299382728
910	0.02296135903
911	0.02292715333
912	0.02289878246
913	0.02286617368
914	0.02284397798
915	0.02281589669
916	0.02278531494
917	0.02275624705
918	0.02272502062
919	0.02269860763
920	0.02266885399
921	0.02263785156
922	0.02260409171
923	0.02257655784
924	0.02255651706
925	0.02252754637
926	0.02249451399
927	0.0224712107
928	0.02244306137
929	0.02240358795
930	0.02237414033
931	0.02235207935
932	0.02232174774
933	0.02229604077
934	0.02226953856
935	0.0222413961
936	0.02221671315
937	0.02218367145
938	0.02215855421
939	0.02212952688
940	0.0221019464
941	0.02208042552
942	0.02206051127
943	0.02203542871
944	0.02201220412
945	0.0219837981
946	0.02195271839
947	0.02192525928
948	0.02189694805
949	0.02187424171
950	0.02185069147
951	0.02182103273
952	0.02179255345
953	0.02177118012
954	0.0217472856
955	0.02171538292
956	0.02168478594
957	0.02165402308
958	0.02162658441
959	0.0216052051
960	0.02157278649
961	0.02154511041
962	0.0215198787
963	0.02150142855
964	0.02148043421
965	0.02145921392
966	0.02143575398
967	0.02140899781
968	0.02138748326
969	0.02136668473
970	0.02133758596
971	0.02131340028
972	0.02128597975
973	0.02126402145
974	0.02123663161
975	0.02121372245
976	0.02118609531
977	0.02115204145
978	0.02113485212
979	0.0211079114
980	0.02108250433
981	0.02106244286
982	0.02104047014
983	0.02102040577
984	0.02099110521
985	0.02097197252
986	0.02093562165
987	0.02091205141
988	0.02087786682
989	0.02084919777
990	0.02082641217
991	0.02079627712
992	0.02076639099
993	0.02074114607
994	0.02072006268
995	0.02070125318
996	0.02067555749
997	0.02065521651
998	0.02062959854
999	0.02061154536

999	0.01825426514
